Date,Close
8/10/2018 16:00,94.32
8/13/2018 16:00,94.81
8/14/2018 16:00,95.98
8/15/2018 16:00,94.13
8/16/2018 16:00,94.33
8/17/2018 16:00,94.11
8/20/2018 16:00,93.84
8/21/2018 16:00,94.17
8/22/2018 16:00,95.25
8/23/2018 16:00,95.15
8/24/2018 16:00,95.27
8/27/2018 16:00,96.38
8/28/2018 16:00,96.64
8/29/2018 16:00,99.91
8/30/2018 16:00,100.12
8/31/2018 16:00,100.64
9/4/2018 16:00,101.98
9/5/2018 16:00,99.74
9/6/2018 16:00,97.92
9/7/2018 16:00,97.6
9/10/2018 16:00,96.95
9/11/2018 16:00,99.36
9/12/2018 16:00,99.5
9/13/2018 16:00,99.49
9/14/2018 16:00,98.51
9/17/2018 16:00,95.4
9/18/2018 16:00,97.05
9/19/2018 16:00,96.32
9/20/2018 16:00,97.22
9/21/2018 16:00,95.75
9/24/2018 16:00,96.72
9/25/2018 16:00,98.73
9/26/2018 16:00,98.74
9/27/2018 16:00,100.65
9/28/2018 16:00,100.15
10/1/2018 16:00,100.22
10/2/2018 16:00,98.57
10/3/2018 16:00,97.64
10/4/2018 16:00,95.47
10/5/2018 16:00,94.48
10/8/2018 16:00,93.22
10/9/2018 16:00,93.52
10/10/2018 16:00,87.76
10/11/2018 16:00,85.97
10/12/2018 16:00,89.43
10/15/2018 16:00,88.05
10/16/2018 16:00,91
10/17/2018 16:00,91.59
10/18/2018 16:00,88.54
10/19/2018 16:00,88.2
10/22/2018 16:00,89.47
10/23/2018 16:00,88.44
10/24/2018 16:00,83.21
10/25/2018 16:00,89.11
10/26/2018 16:00,82.14
10/29/2018 16:00,76.94
10/30/2018 16:00,76.52
10/31/2018 16:00,79.9
11/1/2018 16:00,83.28
11/2/2018 16:00,83.28
11/5/2018 16:00,81.39
11/6/2018 16:00,82.14
11/7/2018 16:00,87.77
11/8/2018 16:00,87.75
11/9/2018 16:00,85.62
11/12/2018 16:00,81.84
11/13/2018 16:00,81.56
11/14/2018 16:00,79.95
11/15/2018 16:00,80.97
11/16/2018 16:00,79.67
11/19/2018 16:00,75.61
11/20/2018 16:00,74.77
11/21/2018 16:00,75.84
11/23/2018 13:00,75.1
11/26/2018 16:00,79.07
11/27/2018 16:00,79.07
11/28/2018 16:00,83.89
11/29/2018 16:00,83.68
11/30/2018 16:00,84.51
12/3/2018 16:00,88.62
12/4/2018 16:00,83.42
12/6/2018 16:00,84.96
12/7/2018 16:00,81.46
12/10/2018 16:00,82.05
12/11/2018 16:00,82.16
12/12/2018 16:00,83.18
12/13/2018 16:00,82.92
12/14/2018 16:00,79.6
12/17/2018 16:00,76.05
12/18/2018 16:00,77.57
12/19/2018 16:00,74.75
12/20/2018 16:00,73.04
12/21/2018 16:00,68.87
12/24/2018 13:00,67.2
12/26/2018 16:00,73.55
12/27/2018 16:00,73.08
12/28/2018 16:00,73.9
12/31/2018 16:00,75.1
1/2/2019 16:00,76.96
1/3/2019 16:00,75.01
1/4/2019 16:00,78.77
